root,MR_number,slice_number,localImPath,localMaskPath
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00032,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00032.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00032.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00033,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00033.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00033.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00034,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00034.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00034.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00035,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00035.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00035.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00036,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00036.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00036.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00037,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00037.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00037.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00038,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00038.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00038.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,32,IMG-0030-00039,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\DICOM_anon\IMG-0030-00039.dcm,CHAOS_Train_Sets\Train_Sets\MR\32\T2SPIR\Ground\IMG-0030-00039.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00001,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00001.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00001.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00002,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00002.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00002.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00003,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00003.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00003.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00004,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00004.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00004.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00005,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00005.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00005.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00006,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00006.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00006.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00007,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00007.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00007.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00008,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00008.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00008.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00009,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00009.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00009.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00010,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00010.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00010.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00011,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00011.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00011.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00012,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00012.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00012.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00013,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00013.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00013.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00014,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00014.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00014.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00015,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00015.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00015.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00016,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00016.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00016.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00017,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00017.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00017.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00018,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00018.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00018.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00019,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00019.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00019.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00020,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00020.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00020.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00021,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00021.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00021.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00022,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00022.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00022.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00023,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00023.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00023.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00024,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00024.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00024.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00025,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00025.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00025.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00026,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00026.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00026.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00027,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00027.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00027.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00028,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00028.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00028.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,33,IMG-0034-00029,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\DICOM_anon\IMG-0034-00029.dcm,CHAOS_Train_Sets\Train_Sets\MR\33\T2SPIR\Ground\IMG-0034-00029.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00001,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00001.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00001.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00002,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00002.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00002.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00003,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00003.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00003.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00004,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00004.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00004.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00005,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00005.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00005.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00006,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00006.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00006.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00007,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00007.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00007.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00008,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00008.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00008.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00009,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00009.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00009.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00010,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00010.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00010.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00011,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00011.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00011.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00012,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00012.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00012.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00013,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00013.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00013.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00014,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00014.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00014.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00015,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00015.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00015.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00016,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00016.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00016.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00017,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00017.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00017.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00018,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00018.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00018.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00019,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00019.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00019.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00020,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00020.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00020.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00021,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00021.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00021.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00022,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00022.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00022.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00023,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00023.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00023.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00024,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00024.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00024.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00025,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00025.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00025.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00026,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00026.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00026.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00027,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00027.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00027.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00028,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00028.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00028.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00029,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00029.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00029.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,34,IMG-0008-00030,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\DICOM_anon\IMG-0008-00030.dcm,CHAOS_Train_Sets\Train_Sets\MR\34\T2SPIR\Ground\IMG-0008-00030.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00001,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00001.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00001.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00002,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00002.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00002.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00003,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00003.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00003.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00004,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00004.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00004.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00005,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00005.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00005.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00006,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00006.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00006.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00007,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00007.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00007.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00008,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00008.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00008.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00009,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00009.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00009.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00010,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00010.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00010.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00011,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00011.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00011.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00012,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00012.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00012.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00013,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00013.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00013.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00014,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00014.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00014.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00015,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00015.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00015.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00016,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00016.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00016.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00017,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00017.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00017.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00018,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00018.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00018.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00019,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00019.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00019.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00020,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00020.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00020.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00021,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00021.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00021.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00022,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00022.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00022.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00023,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00023.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00023.png
D:\IMT Atlantique\TAF\ProCom\rendu\ProCom-lightweight-network\data,36,IMG-0016-00024,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\DICOM_anon\IMG-0016-00024.dcm,CHAOS_Train_Sets\Train_Sets\MR\36\T2SPIR\Ground\IMG-0016-00024.png
